	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	taxonomy
11	126.8257141076	131.9492216656	136.6913402772	170.168260168	145.4588739431	228.6784407248	164.230025155	176.561323816	237.5289564175	131.9966633713	222.4834155614	329.0865753731	154.3346694666	198.2216287318	117.3908719585	146.2359397501	189.6688638957	165.974980201	128.4002087802	197.3149219453	139.31552114	196.4050781889	107.1726395254	113.4681387522	154.5089580651	159.1390437238	183.6532701016	289.552343218	94.4314892364	104.0146749226	152.4794598722	133.8796519437	152.8827932135	127.4755352554	80.718061707	101.0726018726	171.3071282732	263.1851818589	146.5772378372	172.1230752751	289.7156977529	242.6306401767	158.2771115319	154.9330525673	Anaerovorax_odorimutans_et_rel.
12	70.7108572101	69.6804112898	70.8603467969	70.5542112769	66.7102799611	66.6385272741	77.6442642734	79.9188237671	98.0219457378	88.2217935975	89.0478927354	78.1568217415	99.7188735768	120.8223786416	71.4851769305	74.0486993942	74.3846095064	78.7901930993	118.9676006677	133.1890605767	78.8313726132	75.5154127917	86.4966951114	71.4996362592	84.0673372326	85.4496245676	65.0543028332	70.6938743009	68.3005192721	70.1025383514	86.0213762286	84.087750616	75.9819141436	77.6683543709	72.9299013442	83.3149089129	84.0772467625	100.9134207451	77.5229914657	78.44020336	109.2484838819	94.0429476477	63.3802247995	60.0089098555	Aneurinibacillus
13	108.4066901185	140.2065664386	151.6913373005	142.2841398981	80.3757531708	94.7543173635	133.3126865898	117.5497258635	151.4542077973	358.5038829827	79.7988974106	116.3366866964	96.7363907401	81.7404894154	113.6904708009	86.564982249	124.2740722869	153.8522872444	147.3285260246	149.0083418405	71.2637454368	144.0892806427	96.3219822204	138.8299109061	85.5325115488	82.8757954465	70.2562486999	81.7104980049	67.8521715448	67.9502893665	71.3503763345	71.5559768904	71.0309619879	71.2045053422	97.0565693061	122.4178298562	94.4922709035	105.8078676074	55.7180215858	57.3500964373	98.610255385	85.847689809	91.8211527381	111.8219787554	Aquabacterium
14	57.747900007	62.7423991578	63.3734043858	56.7973909553	54.6933210615	56.7095839245	55.4149843316	67.7797791844	62.5564238368	72.5800744643	61.849938778	56.2693428599	58.9983956141	58.0328883312	53.5898721497	53.7834721085	61.0870894258	64.0440753659	60.4589655396	60.4213563312	59.0013483087	57.6597596248	59.8809445861	59.9737114805	56.4048642643	57.9634176839	53.4944404778	55.505342874	55.2452335613	55.0702930604	55.1664351359	56.5676156072	54.8385650919	54.177926551	62.1263454291	59.5800754857	55.7169683767	53.6569197537	55.6089977948	56.0770868816	55.0618174423	56.9867188574	61.5951509851	61.2866796339	Asteroleplasma_et_rel.
15	68.6902307624	69.5018760246	128.6747359015	114.4540602147	63.6536104407	65.9354179296	74.5184708299	70.9907128213	61.7571417828	61.7046142681	79.4264060558	87.2019743982	61.1901130626	58.9231141483	70.0933577562	80.400178087	87.1213778532	65.5106624455	75.6061461303	73.8443340826	71.2151151579	64.7763678943	61.9272011003	61.1765513965	91.73729037	81.640758938	103.0131272087	94.0847599069	59.8607155668	61.756807984	76.835728062	82.4962290334	73.177350975	82.4970246919	58.7046390127	66.8813023772	73.5507654933	87.2233782925	90.023407906	85.5837961367	87.2665195587	82.1716424862	94.2335091925	89.8111926825	Atopobium
16	69.7313296861	77.3010991855	69.6932912089	75.1690225509	77.3218207528	71.9010388441	73.4606904016	82.8320855978	97.8269897365	85.927550875	74.1342293312	76.9385990233	79.3835571897	83.3706973732	64.828849345	63.2571000096	75.822215553	87.0508686569	87.4490693548	90.0257670789	66.6086299229	80.541650964	75.0231314624	79.266127017	71.6159918259	69.0822571999	69.391004898	69.6853622945	61.1426961866	62.9356698982	66.8893930323	67.1002979414	60.8651731379	66.4108015638	73.7481562654	97.806384991	71.0787284465	83.7446403133	70.3688013713	72.4341487256	88.4702842086	72.6049319724	69.1878552881	66.2177837369	Bacillus
17	718.104032714	193.9624495435	242.6235679355	196.1729113245	277.6809162344	175.5963865925	92.5084997666	127.5395417896	402.3551415129	773.5142856345	189.1760384799	288.7944907289	118.4112486711	164.0274242871	170.0531698606	167.2152212487	417.7116597537	563.9089256565	294.5063261163	467.3077171956	209.4924840547	255.1338142809	388.0689384937	376.2394086918	190.920622697	200.5394717268	473.895911516	243.9501987354	233.9095491906	422.8171329495	298.2297611714	341.4265730767	151.6012003166	149.7297201063	545.7660104827	187.2660175442	595.885514409	148.5394164174	195.3754831375	151.6761313184	118.9283083988	119.1592116886	168.48156342	131.8422444493	Bacteroides_fragilis_et_rel.
18	1010.74629908	578.114474786	343.024750909	437.9237593622	355.6207942246	185.7884420523	524.6800525777	1326.0319501803	236.7225043573	247.7431327182	208.9115366815	271.0634059281	279.1287145611	440.7188290153	375.2994920346	313.9850202785	319.8737785677	358.5455157351	312.2699198273	1251.6697023993	163.3426692463	186.6875409463	741.7928017257	628.6125827143	154.3034134757	164.8199406926	1301.6970841704	2916.0581317619	388.8484206242	807.4437234025	266.5937775028	400.9493803483	147.9797443143	119.8434148246	880.7955571393	166.9043038693	1444.7218285765	432.6925177001	1296.0853972717	1092.0018078373	216.7787927853	309.8892568748	305.2377368026	196.9840524356	Bacteroides_intestinalis_et_rel.
19	556.9899524319	203.9768105327	189.5133915999	158.4454258265	218.6177969223	110.1668536181	87.1756709645	109.1484299376	271.1164765319	308.8540832595	184.7852797149	212.415915326	104.8505205905	136.5220463666	155.2811873289	211.7266407789	249.9939193614	301.80070312	178.1073335031	286.9020475394	158.6234432216	165.5597673991	202.7698474635	184.3126986927	135.0315962101	142.0634549358	186.5665939356	122.1454339989	254.6031359848	426.3565197131	253.2465546396	287.823869711	119.4992087848	133.5491150931	374.6580485822	137.0560739775	411.7854378472	127.4255960728	165.5936298086	135.3504320243	106.5227047972	114.8070017237	122.880633523	97.2096436454	Bacteroides_ovatus_et_rel.
20	247.5381067276	154.526094067	206.8499056225	207.0503130861	209.9373472656	169.6749525829	151.6626672317	166.9088541985	184.768546439	197.0614755832	183.758078775	205.34105225	134.495265914	171.1020226409	179.7444180458	169.5873335148	314.8283023738	316.701137907	178.6094720884	246.4098935349	148.7511859482	180.0085246741	287.9399363799	232.9713008065	151.7356511455	179.7402601223	270.7915990373	247.7720735467	608.7116031442	823.9184052927	194.4699430032	233.909333734	163.534019599	106.6530202746	1370.2577564132	251.4706891252	315.9117709681	140.0059591136	210.538695654	197.4679761541	121.5833456937	126.2254197656	197.4188136283	240.8201189533	Bacteroides_plebeius_et_rel.
21	249.125701408	163.3363295254	132.4413200108	129.4757028111	156.8766876025	132.4321854231	93.0555554205	126.7574475499	120.8419527448	161.0688798811	113.8459683683	137.0630210718	178.4385484806	206.0127491767	156.454862772	150.3972288011	144.0997610479	151.3733834491	127.8897154567	150.2087553365	112.2451251271	148.7871297832	187.6863135028	166.4701206555	135.9174189045	134.7065539145	243.0444329827	226.1612950851	203.2849745231	251.5351172186	159.4396399642	178.7537792327	210.370517947	95.7230837205	316.508940225	128.2046974371	234.8912202172	110.265205523	147.0344469022	146.5817116815	99.5116769103	104.5720410839	151.8638832063	175.2588764158	Bacteroides_splachnicus_et_rel.
22	178.6073527006	95.7092352635	110.4357334104	101.390240823	203.2358740677	111.4394544973	74.6334453683	96.021842673	168.1651754977	163.8910026008	118.3201855028	124.3530003344	424.5307324317	676.3765444239	172.2819129678	131.8397495706	169.4207345214	192.0338632986	128.0896538563	260.0657066509	107.2733334892	118.7788006282	446.0160389679	432.5635471387	86.2727574866	87.6227341144	322.7663680705	328.8351858442	160.0997103248	208.3053896334	131.1327114253	255.009753701	82.3537068216	83.92008251	431.570531167	98.5700334776	657.1015453496	228.1826964848	312.7700166027	259.0134398182	100.4688238916	116.2645215368	99.5241106787	85.6634817285	Bacteroides_stercoris_et_rel.
23	2522.3851980165	634.2409525165	611.8135369799	864.2795529493	364.558295515	254.6077938778	156.3023334995	198.2687159798	767.8893206324	1022.5579909594	363.5973625392	525.8847061706	128.7056676657	185.5688109585	403.2541056104	285.4172965802	925.5422920285	1512.3820374498	716.4638182784	941.4531465394	552.9235147384	963.0667261438	879.649550303	638.8050879479	171.4872714896	247.3097451615	1993.4347761996	881.7375853394	804.9937594909	1392.2581547464	1019.357947216	1044.2284418447	208.8481677984	175.6739150311	751.5061369011	184.9463937707	2146.9403281167	355.0792890783	675.0277971385	486.2221646646	726.2600370499	720.304026568	186.1632301844	197.6072078137	Bacteroides_uniformis_et_rel.
24	4745.5222368685	1485.9560865263	1957.6381497827	1625.0801655918	1913.1213461072	800.0642603804	625.7795677021	3168.1207105985	323.2021005602	312.9409725526	952.7226988809	885.5505831073	239.6793210108	255.1647580535	3490.9235897429	5196.9877693018	4919.4665636315	3406.0278015927	1934.8836514475	4678.3394790633	931.1454191448	1236.5498364106	4735.1928208219	3989.6325424337	516.2590585017	710.2920585127	5946.052635391	3152.9513831101	1782.8838348776	3689.4747201072	3345.5524860342	4723.3478075062	306.0995844669	312.6569364777	2354.7043223807	535.1447758663	9797.4475554605	709.4366951984	1815.4780212381	1400.3569235921	183.0606278617	194.2069424013	638.9945491242	1428.8508518187	Bacteroides_vulgatus_et_rel.
25	337.3946222042	439.9918222848	2292.5317080259	1199.4922955251	358.8486640564	660.1333709901	298.4780050086	647.2322611065	1534.7034473992	1303.200027836	197.4603476822	359.4559183251	111.6228896631	97.4671661797	2507.7001016897	2890.6733221207	1682.8066827815	776.1476543064	1299.6910710082	1172.96904194	771.1381813492	1570.894858963	124.7249489272	111.6586523815	1121.5930812306	809.3233217123	2360.6392486154	1889.4786271104	629.9944074647	858.6084608562	475.1681344877	785.6232591719	580.6362505593	478.6276856054	905.9220561169	2102.6583706386	545.7098434309	420.2063614891	1231.0931916826	1336.4758324912	1103.532915671	1067.916744989	729.8121295816	305.4282387437	Bifidobacterium
26	66.793443866	81.8942831612	83.503501355	77.9625371165	58.8058589548	63.0563898782	66.883183825	79.3031546648	69.3241509793	68.9403504929	62.684902191	76.1810199975	66.5288437313	66.3610332435	59.1003796749	57.8517947481	69.3109865626	77.8823149021	107.9409042063	81.7064148	62.5053783409	67.716511754	66.7376740669	76.0709849556	69.7022877105	63.6874226741	58.1082467543	58.6395561106	64.2748164007	71.2124891781	63.3536746538	66.2172524274	60.4229239671	61.6768726378	65.9087915097	73.2064305732	65.4906153325	69.9096756708	77.32302675	71.9222960993	67.542333224	64.2991794335	68.1523541031	82.1849636176	Bilophila_et_rel.
27	54.2398818915	58.2978415745	61.2476239454	60.2954969247	52.3217328787	58.3613701364	54.7637241564	60.0647384927	54.4289682466	65.001178714	55.7784609523	72.3107544745	60.1757622314	58.4811976913	52.7388580382	53.0007340979	66.5440593328	64.9947351353	61.4248870663	59.9014973645	54.139391716	60.9222351482	65.9471336493	62.3065940309	54.2855193905	53.3488704382	52.3957901571	53.0905671259	55.2264714375	54.4561889517	54.3482589421	55.2000739147	54.2813289278	52.4144837536	57.2059043177	56.3692530103	54.7991378853	54.2204677728	53.3031367349	52.9112682945	57.5707398714	55.8179159387	67.1986929447	62.5768294259	Brachyspira
28	410.1753670235	633.0671073901	418.1794684278	454.5135820412	361.961673427	471.558904272	501.6719760128	455.6587818485	334.5896159361	416.045712733	615.1347224581	460.1625893045	853.1447043285	536.6960711356	335.745619467	294.3733378328	350.5715184621	378.8713585663	508.0963027581	398.9504567316	349.7697362282	281.231190305	503.9130022727	609.4900707909	383.2531155818	559.8763572237	136.6937766452	157.2691603767	283.0759885631	305.3204696346	461.2086531597	474.297852679	371.2256011025	523.0078168277	472.3725669518	592.100014226	310.5966719596	306.5646556838	324.0155248246	313.4351983472	435.8134009273	560.1608221501	328.8119991915	417.2908748952	Bryantella_formatexigens_et_rel.
29	71.0849966176	79.7230989598	66.6200690936	71.1828083599	60.0619428318	61.8152188202	65.0339075164	66.0878169425	78.3242111438	78.5054218729	63.6820546154	65.7911670452	71.9489630261	74.0476055968	119.9528391958	125.3520614377	86.8439513416	75.5807235286	72.3732098752	71.4961767077	64.6165760174	67.1506693879	65.8760761033	66.3038347628	98.7458366213	97.6030107182	104.7160800498	122.4971999044	63.8150518003	61.22386384	64.0713381918	63.1014570086	83.5966048349	90.4568849142	62.800113257	71.9693077841	69.8024460761	81.1572434237	72.4415941589	71.8997984715	73.7419624109	64.494341266	79.7573588457	67.0980440576	Bulleidia_moorei_et_rel.
30	125.3519281329	121.5221083608	105.7362640522	102.4707738202	83.8970573256	87.8303527064	142.4324745988	121.0688950262	97.507568679	150.6980691744	83.5110114051	78.8851627855	98.0980519658	105.951001177	76.709341039	69.3996370301	96.3244066532	110.2269171849	135.4924994062	134.4500813912	71.8218481656	115.1147568594	113.8635492167	113.6305985386	90.9648601847	91.6510419591	68.9628669631	88.2659155156	77.1671478273	83.7297643999	66.8313747552	71.1573892573	67.4903472862	72.4418829911	101.9007215067	99.5038032722	105.506275173	83.3818988574	61.7206979123	63.5780145046	91.1525112645	70.9780253542	73.2207894841	62.1461618478	Burkholderia
31	298.0689589851	253.6913413197	213.6714066989	274.841685162	246.1678229525	190.7022332337	270.0901070885	240.6207214517	176.1789198111	195.9919654662	239.8865162492	179.1149291785	248.1682204064	269.3975293128	274.3134401083	226.8359944825	163.3106926221	192.9969539952	197.714756671	154.8014904449	289.6570317778	178.8854914568	371.7072550381	357.2203273235	232.0956244459	209.8581459167	229.3780783804	183.4965670736	362.6123620046	341.1770992778	303.0687522788	300.8845617868	285.849923995	277.9894755758	199.4387421034	216.1436937029	198.97726905	204.7082043825	229.5444092793	220.1378562986	209.0024540359	200.2355490473	257.6074129154	227.6441888823	Butyrivibrio_crossotus_et_rel.
32	57.2376919363	56.3844791421	60.4159275369	61.2766561568	54.8047298931	58.3989003548	55.7487944138	58.0002648501	60.1285406875	62.7210260643	56.2003792667	61.9398882807	59.4869864266	56.3300402067	53.6361587475	53.334350103	66.8786623407	66.2779484159	59.6963807919	58.6487570351	53.1309789587	56.6342117866	56.7562751807	58.3432377149	55.1958991233	55.7791064477	52.812246019	53.104114119	56.8188411069	54.9856201303	52.9310652916	53.6770072692	54.9787009733	53.403121957	56.1507570325	55.9042040618	55.4121027243	54.2603184195	53.8952496815	53.8555617601	57.3408896144	55.2852877724	61.0413543071	62.738789327	Campylobacter
33	81.6532712322	73.587647914	73.6927830832	72.9547866234	80.5279550517	83.1141829093	67.5126750713	67.9098682713	84.722130022	73.7572428746	72.6520178718	65.5106589378	64.4785300327	55.6701793456	282.8219895238	192.5702140453	78.399456244	83.6468141693	83.9972680622	81.8296777676	64.4140552208	60.1707504864	80.9398708379	69.27702775	76.3817211943	82.2808204661	75.2258775284	59.9188542481	118.1514571357	124.58629327	68.2018337241	75.5809897125	203.719835279	921.0862066582	79.4781197913	113.0425920426	72.7509272665	98.0745347605	78.2599013992	69.6729484964	80.9857801837	76.4887714003	71.9803639184	61.474087573	Catenibacterium_mitsuokai_et_rel.
34	58.7776703804	65.1104890115	104.7227329569	72.1654060413	61.040287833	65.3334399583	67.7284797629	64.0377367374	67.4437587888	68.6065989628	77.2808795915	69.8674974126	69.9346163842	63.9853158158	97.7322797404	90.2115321834	78.5549220362	73.6237530533	74.5960681741	81.6736389792	76.5875167231	78.379027095	73.2890874148	66.3030466892	60.2446456825	64.1725113656	82.8389048361	112.7552912414	109.5841600609	72.5554360127	66.5680713495	60.4964705003	61.0469982891	63.5069660675	64.9297938764	81.8690931765	61.2333026163	59.9859313185	63.9427652326	67.8008790228	65.9070415611	62.8865731413	67.1281072216	63.569847679	Clostridium_(sensu_stricto)
35	203.3160086729	210.883243903	244.8743574888	240.3558631177	162.4970211598	176.5265521299	337.0883160276	313.3095089991	248.4143218737	148.5142176561	254.7252466854	271.9232409147	153.6743289655	194.7363790401	248.7369417007	380.4515550454	148.2617643158	115.8249287191	142.4295870409	216.4701782881	433.7915003603	505.8129745785	154.4861923794	129.8823344115	219.8652009587	245.1750409283	542.1425436026	499.8341534214	142.9119823381	149.6083331719	220.5247533894	171.9000714945	568.7430338442	406.9440164068	96.2935795249	131.4312136342	178.742973843	331.0929488718	415.2407876572	384.0748817662	193.6955182009	158.280716954	289.6281364516	297.2696098911	Clostridium_cellulosi_et_rel.
36	196.1102885231	230.0839218258	83.2087792261	83.7123064648	127.3494999487	143.6401805978	145.4135446045	117.4804284496	91.9259450144	90.5191723497	173.8606841567	137.1562292494	238.7043609071	162.8565150866	103.5289028438	106.7331146203	168.7185666756	157.1055138355	126.8013229548	162.2468543818	149.9358039119	153.5290612787	96.7201210944	114.7778245107	158.4159966824	165.2419619719	105.5096669241	126.3818966007	95.9099172952	88.708199747	148.1801609549	147.5037989467	143.278297188	116.9829613592	139.5268732943	120.9590418041	213.2182907357	277.4110506922	114.2412295732	148.4461988458	104.2098519953	112.1533078468	205.3979993476	217.0423899105	Clostridium_colinum_et_rel.
37	88.0751913868	116.393986579	90.0537385578	93.6570947172	108.9442913573	100.5092673495	125.1491057125	140.2683950981	145.0378065374	80.717099273	85.0824524475	89.5674238559	103.9456503884	76.9184636974	163.0932154474	202.756452456	88.0236055387	93.3651118672	127.4328984304	107.6385505613	104.299418737	115.9091221391	98.0587817488	91.214928119	96.7646180293	78.4337415197	134.9466118522	276.0701882933	134.363523902	168.6281957925	80.3019031343	89.5517624152	92.7199790873	167.947556914	137.9539305431	134.4138117467	101.7277578036	106.055115463	102.8601944564	72.7177857634	103.8953092287	113.6363895343	76.9728977455	81.5824921475	Clostridium_difficile_et_rel.
38	59.5760403229	65.2210070812	92.9809042506	71.5178780137	60.0777020548	61.2302389955	65.9062582767	65.8631890814	69.7010766173	67.1200495257	63.3790022838	60.8556618442	72.2334825973	61.7951225502	64.8819552528	68.7722398396	72.8594505185	67.8207431453	69.6749349895	86.8073857169	66.2630629031	66.3668754656	67.7086995579	72.2148550739	59.2505563918	67.6352393154	64.8534641976	104.5465073869	76.4449369744	68.0025177005	60.0888929409	61.0871605657	57.7580940605	61.5947864754	62.6472275976	72.7574472787	63.2618030465	62.1929031536	59.4069691196	68.8955596794	65.0810638722	65.7359235957	62.7314734032	57.8688188469	Clostridium_felsineum_et_rel.
39	294.1028495196	311.177312871	381.5418221499	319.4546731995	222.8248580672	252.8061848666	622.4303204282	604.5653914324	222.1013796013	143.1875988431	572.6266705263	671.3843106415	214.8235261031	283.1723253447	203.9830316923	356.1710789299	364.9175907049	208.4473063808	179.685482587	268.8283208949	625.6622312114	818.7313980101	281.7495036197	189.2187673134	222.6083864547	228.3643975766	989.5417109939	919.5467494884	188.8478206596	149.6456703198	499.3604281275	259.3991816845	415.3203669945	233.8919160399	122.1428787263	200.7729939589	149.5751715868	341.7853223677	812.2427597662	776.0828647925	460.2945759427	392.1514653585	486.018930674	454.7149833643	Clostridium_leptum_et_rel.
40	563.8354852528	610.7077017736	807.9105796735	1021.1173589289	760.528359255	909.603076584	830.637964185	858.998518284	1158.5603202188	1208.5243931908	857.5967046	643.5339785453	602.8608691097	617.906258854	558.6441221158	802.8916008655	964.3587496655	1070.4303766153	533.8349981634	515.1564622512	524.5152743614	506.5628303754	560.6751897204	801.6631435792	643.9903589109	566.2878292929	538.7971140349	533.3490743486	396.5521202892	405.9513270695	1071.5269648462	1064.6295368236	852.2193534703	1070.8967959977	772.111760486	1050.8744998779	1022.6147973604	1507.0692933589	712.3033960102	845.1526970777	2048.12797531	1333.4272465103	508.2085577736	476.6197059706	Clostridium_nexile_et_rel.
41	318.2162168669	265.7505486421	183.9740906361	199.0567717801	220.1844874507	244.3015678347	281.6123524067	260.7075194107	253.9501657065	230.8286047959	293.0954932602	300.6310745906	377.3741983691	433.9347285335	235.5694781766	319.8593735238	298.7166722355	284.6283918254	382.252305593	398.9122963985	287.1387225828	324.7941252551	216.5924003178	215.9095966406	167.8464810748	178.415081028	507.0400432526	609.7650735836	234.6673112571	218.7955823021	267.7178507613	232.7851704504	240.6688977808	223.6740643175	140.1246375838	129.6830968052	216.7358702893	378.0700505112	284.1133029919	286.4911555333	326.2326017609	300.840793956	374.7809540334	346.3021530464	Clostridium_orbiscindens_et_rel.
42	138.2062327534	135.1367104496	98.3037226359	105.7694516983	123.1953031915	111.3690198498	72.5582964517	71.8055680876	176.1498419784	142.6767249977	96.4646411078	98.6561564088	138.5789824577	187.0887231817	69.2653190334	70.6265226047	154.0372412126	155.9313643235	204.9965980889	187.5756642062	82.6212949517	91.7537999883	146.4929071704	130.3355479734	108.4561987494	117.2313010335	70.3447781988	68.5930363221	110.518401142	107.0579787549	101.4495763445	114.497793501	56.5673942251	70.9381743092	99.0436391149	144.5820236329	104.9869125735	150.1778696216	104.4210381659	112.6623754533	133.469649504	115.7154206639	129.8508415369	96.5762031154	Clostridium_ramosum_et_rel.
